"Organism","Element ID","Element Description","Promoter","Transgenesis","Stage","Expression","Tissues","Genome Assembly","Element Coordinates"
"Mouse","mm2135.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63899442-63904176"
"Mouse","mm2136.0","reference","Shh","targeted (H11)","e11.5","positive","Heart, Liver","mm10","chr9:63917267-63921874"
"Mouse","mm2137.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63921713-63926376"
"Mouse","mm2138.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63952937-63957814"
"Mouse","mm2139.0","reference","Shh","targeted (H11)","e11.5","positive","Liver","mm10","chr9:63975266-63979878"
"Mouse","mm2140.0","reference","Shh","targeted (H11)","e11.5","positive","Limb, Forebrain, Hindbrain, Other","mm10","chr9:63979540-63984197"
"Mouse","mm2141.0","reference","Shh","targeted (H11)","e11.5","positive","Facial mesenchyme, Ear, Heart, Liver","mm10","chr9:64015375-64019994"
"Mouse","mm2142.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:64028639-64033345"
"Mouse","mm2143.0","reference","Shh","targeted (H11)","e11.5","positive","Heart, Liver","mm10","chr9:64041870-64046682"
"Mouse","mm2144.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:64046346-64050946"
"Mouse","mm2145.0","reference","Shh","targeted (H11)","e11.5","positive","Heart","mm10","chr9:64059969-64064621"
"Mouse","mm2146.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:64073311-64077950"
"Mouse","mm2147.0","reference","Shh","targeted (H11)","e11.5","positive","Heart, Liver","mm10","chr9:64081992-64086609"
"Mouse","mm2148.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:64095284-64099903"
"Mouse","mm2149.0","reference","Shh","targeted (H11)","e11.5","positive","Limb","mm10","chr9:63671844-63676586"
"Mouse","mm215.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:69536074-69537247"
"Mouse","mm2150.0","reference","Shh","targeted (H11)","e11.5","positive","Trigeminal V (ganglion, cranial)","mm10","chr9:63708174-63712899"
"Mouse","mm2151.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63726038-63730799"
"Mouse","mm2152.0","reference","Shh","targeted (H11)","e11.5","positive","Midbrain, Hindbrain, Other","mm10","chr9:63770471-63775163"
"Mouse","mm2153.0","reference","Shh","targeted (H11)","e11.5","positive","Midbrain, Hindbrain","mm10","chr9:63810500-63815346"
"Mouse","mm2155.0","reference","Shh","targeted (H11)","e11.5","positive","Branchial arch, Nose, Limb, Genital tubercle, Other","mm10","chr9:63832775-63837419"
"Mouse","mm2156.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63850750-63855478"
"Mouse","mm2157.0","reference","Shh","targeted (H11)","e11.5","positive","Neural tube","mm10","chr9:63890718-63895319"
"Mouse","mm2158.0","reference","Shh","targeted (H11)","e11.5","positive","Branchial arch, Midbrain, Heart, Genital tubercle","mm10","chr9:63930872-63935476"
"Mouse","mm2159.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63935383-63939998"
"Mouse","mm2160.0","reference","Shh","targeted (H11)","e11.5","positive","Neural tube","mm10","chr9:63961864-63966526"
"Mouse","mm2161.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63993086-63997699"
"Mouse","mm2162.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:64024390-64029019"
"Mouse","mm2163.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:64050904-64055658"
"Mouse","mm2164.0","reference","Shh","targeted (H11)","e11.5","positive","Limb","mm10","chr13:15129034-15134653"
"Mouse","mm2165.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:15133909-15139888"
"Mouse","mm2167.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:15143514-15149015"
"Mouse","mm2168.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:15162758-15168295"
"Mouse","mm2169.0","reference","Shh","targeted (H11)","e11.5","positive","Heart, Genital tubercle","mm10","chr13:15287840-15293149"
"Mouse","mm2170.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:15333243-15338675"
"Mouse","mm2171.0","reference","Shh","targeted (H11)","e11.5","positive","Heart","mm10","chr13:15663623-15670352"
"Mouse","mm2172.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:14831797-14836906"
"Mouse","mm2174.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:14763420-14768877"
"Mouse","mm2175.0","reference","Shh","targeted (H11)","e11.5","positive","Tail","mm10","chr13:14753429-14758692"
"Mouse","mm2176.0","reference","Shh","targeted (H11)","e11.5","positive","Limb, Tail, Dorsal root ganglion","mm10","chr13:14748411-14753867"
"Mouse","mm2177.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:14650658-14655894"
"Mouse","mm2178.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:14645607-14651010"
"Mouse","mm218.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:76221912-76222726"
"Mouse","mm2180.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63846400-63851030"
"Mouse","mm2181.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:111737867-111738565"
"Mouse","mm2181.0","reference","Hsp68","random","e9.5","negative","","mm10","chr11:111737867-111738565"
"Mouse","mm2183.0","reference","Hsp68","random","e10.5","negative","","mm10","chr8:56883034-56884323"
"Mouse","mm2184.0","reference","Hsp68","random","e10.5","negative","","mm10","chr8:57254176-57256581"
"Mouse","mm2185.0","reference","Hsp68","random","e10.5","positive","Limb, Neural tube, Eye","mm10","chr8:57292957-57294418"
"Mouse","mm2185.0","reference","Hsp68","random","e11.5","positive","Limb, Neural tube, Eye","mm10","chr8:57292957-57294418"
"Mouse","mm2186.0","reference","Hsp68","random","e10.5","negative","","mm10","chr8:57330807-57332981"
"Mouse","mm2187.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr8:57275519-57277110"
"Mouse","mm2188.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:57353269-57354301"
"Mouse","mm2189.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:15057146-15061793"
"Mouse","mm2190.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:15065968-15071035"
"Mouse","mm2191.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:15234063-15239360"
"Mouse","mm2192.0","reference","Shh","targeted (H11)","e11.5","positive","Heart","mm10","chr13:15464301-15470736"
"Mouse","mm2195.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63694942-63699605"
"Mouse","mm2196.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63757315-63761805"
"Mouse","mm2197.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63761786-63766393"
"Mouse","mm2198.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63766047-63770563"
"Mouse","mm2199.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63823904-63828577"
"Mouse","mm22.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:167842377-167845654"
"Mouse","mm2200.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63828487-63832810"
"Mouse","mm2201.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63868347-63873196"
"Mouse","mm2202.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63871909-63877676"
"Mouse","mm2203.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63886100-63890846"
"Mouse","mm2204.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63939716-63944397"
"Mouse","mm2205.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63948361-63953054"
"Mouse","mm2206.0","reference","Shh","targeted (H11)","e11.5","positive","Limb","mm10","chr9:63957462-63962260"
"Mouse","mm2207.0","reference","Shh","targeted (H11)","e11.5","positive","Heart","mm10","chr9:63966230-63971041"
"Mouse","mm2208.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63984181-63988905"
"Mouse","mm2210.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63997627-64002227"
"Mouse","mm2211.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:64002121-64006752"
"Mouse","mm2212.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:64037387-64042120"
"Mouse","mm2213.0","reference","Shh","targeted (H11)","e11.5","positive","Hindbrain","mm10","chr9:64091080-64095519"
"Mouse","mm2214.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63677006-63679401"
"Mouse","mm2215.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63679272-63681681"
"Mouse","mm2216.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63908631-63913313"
"Mouse","mm2217.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:14934167-14939397"
"Mouse","mm2218.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:72302614-72304055"
"Mouse","mm2219.0","reference","Hsp68","random","e11.5","positive","Somite, Blood vessels","mm10","chr8:72266979-72269534"
"Mouse","mm2220.0","reference","Betaglobin (long)","targeted (H11)","e11.5","negative","","mm10","chr7:142586516-142587503"
"Mouse","mm2221.0","reference","Betaglobin (long)","targeted (H11)","e11.5","positive","Branchial arch, Nose, Limb, Forebrain, Midbrain, Hindbrain, Heart, Somite","mm10","chr17:12790150-12791705"
"Mouse","mm2222.0","reference","Betaglobin (long)","targeted (H11)","e11.5","positive","Somite","mm10","chr6:36784611-36785369"
"Mouse","mm2223.0","reference","Betaglobin (long)","targeted (H11)","e11.5","negative","","mm10","chr9:103758992-103759759"
"Mouse","mm223.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:25524627-25526558"
"Mouse","mm224.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:45805321-45806045"
"Mouse","mm2279.0","reference","Shh","targeted (H11)","e11.5","positive","Midbrain, Hindbrain, Neural tube, Cranial nerve, Dorsal root ganglion, Trigeminal V (ganglion, cranial), Heart","mm10","chr1:54616465-54619705"
"Mouse","mm228.0","reference","Hsp68","random","e11.5","positive","Dorsal root ganglion","mm10","chr10:43746142-43746678"
"Mouse","mm2280.0","reference","Shh","targeted (H11)","e12.5","negative","","mm10","chr15:34750123-34753735"
"Mouse","mm2281.0","reference","Shh","targeted (H11)","e11.5","positive","Branchial arch, Facial mesenchyme","mm10","chr17:45601728-45604213"
"Mouse","mm2283.0","reference","Shh","targeted (H11)","e11.5","positive","Somite","mm10","chr18:78484201-78486290"
"Mouse","mm2284.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr15:35701369-35703934"
"Mouse","mm2286.0","reference","Shh","targeted (H11)","e11.5","positive","Limb, Other","mm10","chr5:120101603-120102454"
"Mouse","mm2286.0","reference","Shh","targeted (H11)","e14.5","positive","Limb, Neural tube, Other","mm10","chr5:120101603-120102454"
"Mouse","mm2286.0","reference","Shh","targeted (H11)","e16.5","positive","Limb, Other","mm10","chr5:120101603-120102454"
"Mouse","mm2290.0","reference","Hsp68","random","e9.5","negative","","mm10","chr1:71581277-71581920"
"Mouse","mm2291.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63735007-63739554"
"Mouse","mm2292.0","reference","Shh","targeted (H11)","e11.5","positive","Neural tube","mm10","chr9:63801586-63806456"
"Mouse","mm2293.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63841711-63846363"
"Mouse","mm2294.0","reference","Shh","targeted (H11)","e9.5","negative","","mm10","chr17:8416977-8417336"
"Mouse","mm2295.0","reference","Shh","targeted (H11)","e9.5","positive","Neural tube","mm10","chr17:8447788-8448149"
"Mouse","mm2296.0","reference","Shh","targeted (H11)","e9.5","positive","Other","mm10","chr17:8395859-8397354"
"Mouse","mm2297.0","reference (E14 strain)","Hsp68","random","e9.5","negative","","mm10","chr11:111741611-111742330"
"Mouse","mm2297.1","reference (BL6 strain)","Hsp68","random","e11.5","positive","Other","mm10","chr11:111741611-111742330"
"Mouse","mm2297.1","reference (BL6 strain)","Hsp68","random","e9.5","negative","","mm10","chr11:111741611-111742330"
"Mouse","mm2298.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Nose","mm10","chr11:111743122-111744988"
"Mouse","mm2298.0","reference","Hsp68","random","e9.5","positive","Branchial arch","mm10","chr11:111743122-111744988"
"Mouse","mm2299.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Nose, Limb","mm10","chr11:111565836-111569408"
"Mouse","mm2299.0","reference","Hsp68","random","e9.5","positive","Nose, Other","mm10","chr11:111565836-111569408"
"Mouse","mm23.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:135205848-135207207"
"Mouse","mm2300.0","reference","Shh","targeted (H11)","e11.5","positive","Tail, Midbrain","mm10","chr4:107733326-107739200"
"Mouse","mm2301.0","reference","Shh","targeted (H11)","e11.5","positive","Forebrain, Midbrain, Hindbrain","mm10","chr6:141495479-141496423"
"Mouse","mm2302.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chrX:58019175-58019956"
"Mouse","mm2303.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr19:8660876-8661389"
"Mouse","mm2304.0","reference","Shh","targeted (H11)","e11.5","positive","Neural tube, Blood vessels","mm10","chr4:119042886-119046968"
"Mouse","mm2305.0","reference","Shh","targeted (H11)","e11.5","positive","Forebrain, Midbrain, Hindbrain, Neural tube, Eye","mm10","chrX:58037862-58039216"
"Mouse","mm2306.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:45240475-45247674"
"Mouse","mm2307.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr9:63863679-63864675"
"Mouse","mm2308.0","reference","Shh","targeted (H11)","e11.5","positive","Midbrain, Neural tube","mm10","chr13:14789979-14790458"
"Mouse","mm2309.0","reference","Shh","targeted (H11)","e11.5","positive","Forebrain, Midbrain, Hindbrain","mm10","chr13:14800505-14801224"
"Mouse","mm2310.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr13:15130314-15130661"
"Mouse","mm2311.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr1:71651291-71654474"
"Mouse","mm2311.0","reference","Shh","targeted (H11)","e9.5","negative","","mm10","chr1:71651291-71654474"
"Mouse","mm2312.0","reference","Shh","targeted (H11)","e9.5","negative","","mm10","chr1:71680954-71684500"
"Mouse","mm2313.0","reference","Shh","targeted (H11)","e9.5","negative","","mm10","chr1:71806700-71808917"
"Mouse","mm2314.0","reference","Shh","targeted (H11)","e9.5","negative","","mm10","chr1:71843879-71845843"
"Mouse","mm2315.0","reference","Shh","targeted (H11)","e9.5","negative","","mm10","chr1:71895042-71898595"
"Mouse","mm2316.0","reference","Shh","targeted (H11)","e9.5","negative","","mm10","chr1:72214121-72215327"
"Mouse","mm2317.0","reference","Shh","targeted (H11)","e11.5","negative","","mm10","chr5:120102435-120103810"
"Mouse","mm2317.0","reference","Shh","targeted (H11)","e14.5","positive","Neural tube","mm10","chr5:120102435-120103810"
"Mouse","mm2318.0","reference","Shh","targeted (H11)","e16.5","positive","Forebrain, Neural tube, Other","mm10","chr5:120101603-120103810"
"Mouse","mm2319.1","partially overlapping donut 4.5kb flanking mm1189 (ZRS)","Hsp68","random","e11.5","allelic","","mm10","chr5:29312901-29318002"
"Mouse","mm2319.2","donut 4.5kb region flanking mm1189 (ZRS)","Hsp68","random","e11.5","allelic","","mm10","chr5:29312901-29318002"
"Mouse","mm2321.0","reference","Shh","targeted (H11)","e11.5","positive","Forebrain","mm10","chrX:93300959-93302702"
"Mouse","mm2321.1","5% mutagenesis","Shh","targeted (H11)","e11.5","allelic","","mm10","chrX:93300959-93302702"
"Mouse","mm2322.0","reference","Shh","targeted (H11)","e11.5","positive","Forebrain","mm10","chrX:93309594-93311455"
"Mouse","mm2322.1","5% mutagenesis 1","Shh","targeted (H11)","e11.5","allelic","","mm10","chrX:93309594-93311455"
"Mouse","mm2322.2","5% mutagenesis 2","Shh","targeted (H11)","e11.5","allelic","","mm10","chrX:93309594-93311455"
"Mouse","mm2323.0","reference","Betaglobin (long)","targeted (H11)","e11.5","positive","Heart","mm10","chr3:66654695-66658676"
"Mouse","mm2340.0","reference","Shh","targeted (H11)","e12.5","positive","Forebrain, Midbrain, Eye","mm10","chr12:84532131-84533051"
"Mouse","mm2341.0","reference","Shh","targeted (H11)","e12.5","positive","Forebrain, Eye","mm10","chr12:84541217-84542203"
"Mouse","mm235.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr13:42258105-42259051"
"Mouse","mm236.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:78001608-78002510"
"Mouse","mm238.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:32908283-32909524"
"Mouse","mm24.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:181255937-181259662"
