Pubmed	Chromosome	Start_position	End_position	Enhancer_related_genes	Description	Species	Tissue_class	Experiment_class	Title	SNP_related	SNP_id	Disease	Cell_class	Enhancer_id	Enhancer_experiment	Enhancer_tar_ex_De	Enhancer_type	target_gene_strong_experiment	target_gene_weak_experiment	target_gene_experiment_description	target_gene_other_name	Enhancer_function	Enhancer_function_experiment	En_function_ex_de	TF_name	TF_other_name	Experiment	TF_experiment_de	SNP_position	SNP_experiment	Target_gene
31419226	chr3	187719120	187721120	BCL6	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	human	lymph	High+Lowthroughput	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations	否	无	Cancer (cancer)	lymphoma cell	E_01_0899	PCR, gel electrophoresis	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	Immunohistochemical staining	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	BCL6		PCR,凝胶电泳	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.			
31417366	chr5	102751125	102753125	PAM	The sgRNA we designed showed high efficiency to guide Cas9 to the PAM sequence, as we observed all editing occurred 30 downstream from the PAM site.	human,and,mouse		High+Lowthroughput	Functional Dissection of C. elegans bZip-Protein CEBP-1 Reveals Novel Structural Motifs Required for Axon Regeneration and Nuclear Import	否	无	Cancer (cancer)	somatic cell	E_02_0627	Gene knockdown	The sgRNA we designed showed high efficiency to guide Cas9 to the PAM sequence, as we observed all editing occurred 30 downstream from the PAM site.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	The sgRNA we designed showed high efficiency to guide Cas9 to the PAM sequence, as we observed all editing occurred 30 downstream from the PAM site.		The sgRNA we designed showed high efficiency to guide Cas9 to the PAM sequence, as we observed all editing occurred 30 downstream from the PAM site.	Immunohistochemical staining	The sgRNA we designed showed high efficiency to guide Cas9 to the PAM sequence, as we observed all editing occurred 30 downstream from the PAM site.			基因敲降				PAM
31415587	chr20	46005862	46007862	MMP9	Occludin de_x005f_x0002_gradation and matrix metalloproteinase-9 (MMP-9) activity were significantly increased in infected mice than in uninfected mice.	human,and,mouse	Epithelial tissues	High+Lowthroughput	Proteasome serves as pivotal regulator in Angiostrongylus cantonensis-induced eosinophilic meningoencephalitis	否	无	Meningoencephalitis (viral meningoencephalitis)	epithelial cell	E_02_0628	Knockdown, Western blot, PCR, gel electrophoresis	Occludin de_x005f_x0002_gradation and matrix metalloproteinase-9 (MMP-9) activity were significantly increased in infected mice than in uninfected mice.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Occludin de_x005f_x0002_gradation and matrix metalloproteinase-9 (MMP-9) activity were significantly increased in infected mice than in uninfected mice.		Occludin de_x005f_x0002_gradation and matrix metalloproteinase-9 (MMP-9) activity were significantly increased in infected mice than in uninfected mice.	Immunohistochemical staining	Occludin de_x005f_x0002_gradation and matrix metalloproteinase-9 (MMP-9) activity were significantly increased in infected mice than in uninfected mice.			基因敲降,Western blot,PCR,凝胶电泳				MMP9
31415393	chr20	50188140	50190140	CEBPB	The crucial genes Signal transducer and activator of transcription 5A (STAT5A), CCAAT/enhancer-binding protein beta (CEBPB), Myc proto-oncogene protein (MYC), and REL-associated protein (RELA) were identified and showed increased expression in sepsis survivors.	human	Immune cells	High+Lowthroughput	Identifying crucial genes for prognosis in septic patients: Gene integration study based on PRISMA guidelines	否	无	Infectious disease	NK cell	E_01_0900	Flow cytometry	The crucial genes Signal transducer and activator of transcription 5A (STAT5A), CCAAT/enhancer-binding protein beta (CEBPB), Myc proto-oncogene protein (MYC), and REL-associated protein (RELA) were identified and showed increased expression in sepsis survivors.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			The crucial genes Signal transducer and activator of transcription 5A (STAT5A), CCAAT/enhancer-binding protein beta (CEBPB), Myc proto-oncogene protein (MYC), and REL-associated protein (RELA) were identified and showed increased expression in sepsis survivors.	Immunohistochemical staining	The crucial genes Signal transducer and activator of transcription 5A (STAT5A), CCAAT/enhancer-binding protein beta (CEBPB), Myc proto-oncogene protein (MYC), and REL-associated protein (RELA) were identified and showed increased expression in sepsis survivors.	CEBPB		流式细胞术	The crucial genes Signal transducer and activator of transcription 5A (STAT5A), CCAAT/enhancer-binding protein beta (CEBPB), Myc proto-oncogene protein (MYC), and REL-associated protein (RELA) were identified and showed increased expression in sepsis survivors.			
31413586	chr4	98876674	98878674	EIF4E	AEG-1 promotes the growth of gastric cancer through the upregulation of eIF4E expression.	human,and,mouse	stomach	High+Lowthroughput	AEG-1 promotes the growth of gastric cancer through the upregulation of eIF4E expression	否	无	Gastric cancer	SGC-7901 cell	E_02_0629	Western blot, PCR, gel electrophoresis	AEG-1 promotes the growth of gastric cancer through the upregulation of eIF4E expression.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	AEG-1 promotes the growth of gastric cancer through the upregulation of eIF4E expression.		AEG-1 promotes the growth of gastric cancer through the upregulation of eIF4E expression.	Immunohistochemical staining	AEG-1 promotes the growth of gastric cancer through the upregulation of eIF4E expression.			Western blot,PCR,凝胶电泳				EIF4E
31413151	chr14	95083182	95085182	DICER1	We also observed distinct expres_x005f_x0002_sion patterns for Alu elements in specific tissue types (e.g., testis) (Supplemental Fig. S5D,E) or associated with specific factors (e.g., DICER1) (Supplemental Material).	human		High+Lowthroughput	Genome-wide analysis of polymerase III-transcribed Alu elements suggests cell-type-specific enhancer function	否	无	Leukemia	somatic cell	E_01_0901	RNA SEQ, chip SEQ, PCR, gel electrophoresis	We also observed distinct expres_x005f_x0002_sion patterns for Alu elements in specific tissue types (e.g., testis) (Supplemental Fig. S5D,E) or associated with specific factors (e.g., DICER1) (Supplemental Material).	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			We also observed distinct expres_x005f_x0002_sion patterns for Alu elements in specific tissue types (e.g., testis) (Supplemental Fig. S5D,E) or associated with specific factors (e.g., DICER1) (Supplemental Material).	Immunohistochemical staining	We also observed distinct expres_x005f_x0002_sion patterns for Alu elements in specific tissue types (e.g., testis) (Supplemental Fig. S5D,E) or associated with specific factors (e.g., DICER1) (Supplemental Material).	DICER1		RNA-seq,ChIP-seq,PCR,凝胶电泳	We also observed distinct expres_x005f_x0002_sion patterns for Alu elements in specific tissue types (e.g., testis) (Supplemental Fig. S5D,E) or associated with specific factors (e.g., DICER1) (Supplemental Material).			
31413137	chr5	179611470	179613470	HNRNPH1	HnRNPH1 depletion and mutation of a prominent viral RNA hnRNPH1 binding site decreased use of splice acceptor A1, causing a deficit in Vif expression and replicative fitness.	human,and,mouse	kidney	High+Lowthroughput	Genome-Wide Analysis of Heterogeneous Nuclear Ribonucleoprotein (hnRNP) Binding to HIV-1 RNA Reveals a Key Role for hnRNP H1 in Alternative Viral mRNA Splicing	否	无	Leukemia	HEK293T cell	E_02_0630	Clip SEQ, PCR, Western blot, gel electrophoresis	HnRNPH1 depletion and mutation of a prominent viral RNA hnRNPH1 binding site decreased use of splice acceptor A1, causing a deficit in Vif expression and replicative fitness.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	HnRNPH1 depletion and mutation of a prominent viral RNA hnRNPH1 binding site decreased use of splice acceptor A1, causing a deficit in Vif expression and replicative fitness.		HnRNPH1 depletion and mutation of a prominent viral RNA hnRNPH1 binding site decreased use of splice acceptor A1, causing a deficit in Vif expression and replicative fitness.	Immunohistochemical staining	HnRNPH1 depletion and mutation of a prominent viral RNA hnRNPH1 binding site decreased use of splice acceptor A1, causing a deficit in Vif expression and replicative fitness.			CLIP-seq,PCR,Western blot,凝胶电泳				HNRNPH1
31413137	chr12	54277146	54279146	HNRNPA1	Notably, hnRNPA1, hnRNPA2 and hnRNPB1 bound to many dispersed sites across viral mRNAs.	human,and,mouse	lymph	High+Lowthroughput	Genome-Wide Analysis of Heterogeneous Nuclear Ribonucleoprotein (hnRNP) Binding to HIV-1 RNA Reveals a Key Role for hnRNP H1 in Alternative Viral mRNA Splicing	否	无	Leukemia	MT4 cell	E_02_0630	Clip SEQ, PCR, Western blot, gel electrophoresis	Notably, hnRNPA1, hnRNPA2 and hnRNPB1 bound to many dispersed sites across viral mRNAs.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Notably, hnRNPA1, hnRNPA2 and hnRNPB1 bound to many dispersed sites across viral mRNAs.		Notably, hnRNPA1, hnRNPA2 and hnRNPB1 bound to many dispersed sites across viral mRNAs.	Immunohistochemical staining	Notably, hnRNPA1, hnRNPA2 and hnRNPB1 bound to many dispersed sites across viral mRNAs.			CLIP-seq,PCR,Western blot,凝胶电泳				HNRNPA1
31412725	chr2	42491888	42493888	MTA3	The effect of NO on DNA accessibility is mediated in part by S_x005f_x0002_nitrosylation of nuclear proteins, including MTA3, a subunit of Nucleosome Remodeling  Deacetylase (NuRD) complex.	human,and,mouse	Epithelial tissues	High+Lowthroughput	Nuclear S-Nitrosylation Defines an Optimal Zone for Inducing Pluripotency	否	无	Lung disease	endothelial cell	E_02_0631	PCR, Western blot, gel electrophoresis	The effect of NO on DNA accessibility is mediated in part by S_x005f_x0002_nitrosylation of nuclear proteins, including MTA3, a subunit of Nucleosome Remodeling  Deacetylase (NuRD) complex.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	The effect of NO on DNA accessibility is mediated in part by S_x005f_x0002_nitrosylation of nuclear proteins, including MTA3, a subunit of Nucleosome Remodeling  Deacetylase (NuRD) complex.		The effect of NO on DNA accessibility is mediated in part by S_x005f_x0002_nitrosylation of nuclear proteins, including MTA3, a subunit of Nucleosome Remodeling  Deacetylase (NuRD) complex.	Immunohistochemical staining	The effect of NO on DNA accessibility is mediated in part by S_x005f_x0002_nitrosylation of nuclear proteins, including MTA3, a subunit of Nucleosome Remodeling  Deacetylase (NuRD) complex.			PCR,Western blot,凝胶电泳				MTA3
31412252	chr3	181709008	181711008	SOX2	p63 and SOX2 Dictate Glucose Reliance and Metabolic Vulnerabilities in Squamous Cell Carcinomas.	human,and,mouse	Epithelial tissues	High+Lowthroughput	p63 and SOX2 Dictate Glucose Reliance and Metabolic Vulnerabilities in Squamous Cell Carcinomas	否	无	Cancer (cancer)	squamous cell(pinacocyte)	E_02_0632	Chip SEQ, RNA SEQ, gene knockdown, PCR, Western blot, gel electrophoresis	p63 and SOX2 Dictate Glucose Reliance and Metabolic Vulnerabilities in Squamous Cell Carcinomas.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	p63 and SOX2 Dictate Glucose Reliance and Metabolic Vulnerabilities in Squamous Cell Carcinomas.		p63 and SOX2 Dictate Glucose Reliance and Metabolic Vulnerabilities in Squamous Cell Carcinomas.	Immunohistochemical staining	p63 and SOX2 Dictate Glucose Reliance and Metabolic Vulnerabilities in Squamous Cell Carcinomas.			ChIP-seq,RNA-seq,基因敲降,PCR,Western blot,凝胶电泳				SOX2
31410149	chr4	108045179	108047179	LEF1	MicroRNA-6852 suppresses glioma A172 cell proliferation and invasion by targeting LEF1.	human		High+Lowthroughput	MicroRNA-6852 suppresses glioma A172 cell proliferation and invasion by targeting LEF1	否	无	Cancer (cancer)	glioblastoma cell	E_01_0902	PCR, gel electrophoresis	MicroRNA-6852 suppresses glioma A172 cell proliferation and invasion by targeting LEF1.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			MicroRNA-6852 suppresses glioma A172 cell proliferation and invasion by targeting LEF1.	Immunohistochemical staining	MicroRNA-6852 suppresses glioma A172 cell proliferation and invasion by targeting LEF1.	LEF1		PCR,凝胶电泳	MicroRNA-6852 suppresses glioma A172 cell proliferation and invasion by targeting LEF1.			
31409603	chr22	30237461	30239461	LIF	We found widespread and pervasive alterations  of the (super)-enhancer reservoir in both subtypes of  oesophageal cancer, leading to transcriptional activation  of a myriad of novel oncogenes and signalling pathways,  some of which may be exploited pharmacologically (eg,  leukemia inhibitory factor (LIF) pathway).	human,and,mouse	Epithelial tissues	High+Lowthroughput	Master transcription factors form interconnected circuitry and orchestrate transcriptional networks in oesophageal adenocarcinoma	否	无	Digestive disease	squamous cell(pinacocyte)	E_02_0633	ATAC SEQ, chip SEQ, PCR, Western blot, gel electrophoresis	We found widespread and pervasive alterations  of the (super)-enhancer reservoir in both subtypes of  oesophageal cancer, leading to transcriptional activation  of a myriad of novel oncogenes and signalling pathways,  some of which may be exploited pharmacologically (eg,  leukemia inhibitory factor (LIF) pathway).	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	We found widespread and pervasive alterations  of the (super)-enhancer reservoir in both subtypes of  oesophageal cancer, leading to transcriptional activation  of a myriad of novel oncogenes and signalling pathways,  some of which may be exploited pharmacologically (eg,  leukemia inhibitory factor (LIF) pathway).		We found widespread and pervasive alterations  of the (super)-enhancer reservoir in both subtypes of  oesophageal cancer, leading to transcriptional activation  of a myriad of novel oncogenes and signalling pathways,  some of which may be exploited pharmacologically (eg,  leukemia inhibitory factor (LIF) pathway).	Immunohistochemical staining	We found widespread and pervasive alterations  of the (super)-enhancer reservoir in both subtypes of  oesophageal cancer, leading to transcriptional activation  of a myriad of novel oncogenes and signalling pathways,  some of which may be exploited pharmacologically (eg,  leukemia inhibitory factor (LIF) pathway).			ATAC-seq,ChIP-seq,PCR,Western blot,凝胶电泳				LIF
31408468	chr10	100732618	100734618	PAX2	In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.	human,and,mouse	Epithelial tissues	High+Lowthroughput	The genomic landscape of estrogen receptor α binding sites in mouse mammary gland	否	无	Breast cancer (breast cancer)	epithelial cell	E_02_0634	RNA-seq,ChIP-seq	In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.		In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.	Immunohistochemical staining	In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.			RNA-seq,ChIP-seq				PAX2
31408468	chr14	76307838	76309838	ESRRB	In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.	human,and,mouse	Epithelial tissues	High+Lowthroughput	The genomic landscape of estrogen receptor α binding sites in mouse mammary gland	否	无	Breast cancer (breast cancer)	epithelial cell	E_02_0634	RNA-seq,ChIP-seq	In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.		In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.	Immunohistochemical staining	In the distal regions (up and down) of ERα binding sites contained a canonical ERE and other motifs including PAX2, ESRRB, SF1, and AP1 motifs as the most highly enriched (p-value <10−30) cis-elements.			RNA-seq,ChIP-seq				ESRRB
